                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  1.023,                 2.9954,                 1.3461,                0.00329,                      1,                0.35662,                0.21952,                0.86705,                 3.1769,                 1.2995,                 0.0793,                 0.0023,                 0.0023
